label,x,y,z
32,0.053412504113386404,0.0,1.0
32,0.3375104994288892,0.04717526394195436,0.8494104043523514
32,0.6276202553964885,0.17330987687632593,0.6449316369662008
32,0.8312295723337586,0.2254910501304503,0.4788858198070861
32,1.0,0.1891866177599942,0.3578633170209751
32,0.5125200340890339,0.34269420093539993,0.2539443555881443
32,0.5825995439509888,0.617377453167508,0.07530083264198394
32,0.5355256108560462,0.5693072704462125,0.0354871436408692
32,0.4943959449679761,0.4869651981585308,0.037648440308435144
32,0.31905088069257964,0.3950280876023525,0.2472637206018723
32,0.3506320002247629,0.7046780148286542,0.12191892088251297
32,0.36134989473928963,0.8774235489839635,0.08540550218671598
32,0.35964382837030456,1.0,0.0
32,0.14329698052410436,0.4137400257158479,0.29619012084419477
32,0.1959060219976962,0.6063536051803783,0.3133517240331029
32,0.21695751820466144,0.5456597196708965,0.5324371103721915
32,0.21508901545793657,0.45920483883356644,0.6294786259680909
32,0.0,0.4195120776159861,0.3343396120699546
32,0.07435678585234048,0.5671029250527111,0.42934346351725977
32,0.08142712790847502,0.5099361436742332,0.7049196237674387
32,0.07034754603198286,0.4318759555004023,0.8738555733589316
