label,x,y,z
14,0.0,0.7049938159160232,1.0
14,0.13450593857302415,0.38905371585142756,0.9837163191570027
14,0.39535357395737974,0.248058336453212,0.8918606348271496
14,0.6344692761429049,0.24610181461977318,0.8040034968051775
14,0.7940897200027256,0.2730467209605091,0.711936862749958
14,0.3719381315936825,0.24748439446083073,0.5943100128208965
14,0.6208786243959957,0.1589650129646685,0.4404177042578949
14,0.7353368795902103,0.08178000972621276,0.37731904449114584
14,0.8146991903157857,0.0,0.33254895336648876
14,0.3865794026764315,0.43803183447565,0.4971868939563982
14,0.6990999558569528,0.43303901634238007,0.33591485208885674
14,0.8780700156130107,0.4037523572617544,0.2685126364931069
14,1.0,0.3899096399262335,0.20422449740305607
14,0.3886321284355289,0.6329391513033429,0.4207310316964833
14,0.7030550543789014,0.6633060186689491,0.2157690922134586
14,0.7920184778647801,0.6251187036112361,0.11652248926611244
14,0.8136567181866392,0.5940733439734572,0.05470020622348229
14,0.37371903691129027,0.8113604941367248,0.35468677772081597
14,0.6619194374575975,0.8970986646630033,0.1526440122216795
14,0.8339673341450914,0.9458017423022145,0.05676155297277651
14,0.9659854120560883,1.0,0.0
