label,x,y,z
31,0.0,0.035574849394717695,1.0
31,0.3062586765239994,0.0,0.7597419769373658
31,0.5968945478842885,0.09529347328162227,0.6304663542472594
31,0.8113646171193117,0.1696174109606917,0.5524379785759209
31,1.0,0.1645130144097245,0.4669776230538282
31,0.5356726148971093,0.2914757576739284,0.4705557743733551
31,0.6798085818019836,0.5757274272224592,0.28969886204896766
31,0.7734834037157352,0.7173643644149775,0.17834981622922874
31,0.8506555877130929,0.8317447505010084,0.08664881984599584
31,0.36981986998343475,0.35451061950037527,0.47196406987509454
31,0.44206802774462894,0.6564555523293748,0.2905710808450726
31,0.48280229104525774,0.8419396161907983,0.16845599204354933
31,0.5164615094525865,0.989528402686295,0.031230497480145954
31,0.20987760169170863,0.3889559860471552,0.4720899737733028
31,0.2529637803765343,0.675122220610814,0.2482226683802995
31,0.28306886676529064,0.8584193779957182,0.11192882390409989
31,0.30965367302491625,1.0,0.0
31,0.07440423838310721,0.39802575905153115,0.47072466905876587
31,0.11533275458202724,0.6260683611886623,0.28737890992154086
31,0.1448041462553483,0.7848075549549948,0.20729466377278866
31,0.1748684205530956,0.9241219447874994,0.13655773232852436
