label,x,y,z
22,0.017759830211219275,1.0,1.0
22,0.2907918816562031,0.7768312397664945,0.7534849976761271
22,0.5773581069059299,0.43149681900971143,0.5900917639526796
22,0.8290191393640546,0.21609220686778466,0.4467744211483722
22,1.0,0.0,0.2955188426081158
22,0.33668378110464375,0.05389386830139892,0.6116635632491365
22,0.4784605901939354,0.2083398184445556,0.33454547562388054
22,0.49122524972676207,0.43034506325663957,0.12002617524245962
22,0.48253056452227844,0.6541059573788114,0.0
22,0.2042377297104949,0.13253284579131847,0.6299049616314346
22,0.3420036601174288,0.47176814914579845,0.3727182938647695
22,0.29698230943242765,0.7252574848559683,0.22152137354513257
22,0.22005947690821748,0.9221918084917257,0.1344166384586643
22,0.10128485372239027,0.264017005863924,0.6313987485541178
22,0.24238809953486007,0.553851325971781,0.4046428624884249
22,0.18745583712477443,0.717036784934343,0.3738814874403809
22,0.11398342780164197,0.8259769690354097,0.3870004214643509
22,0.0,0.4013906845441295,0.6129376735445088
22,0.12268955087309051,0.5891400154535877,0.4776200179453707
22,0.10060874869735403,0.7434725193844298,0.5068882071495443
22,0.07749218412424065,0.8421928599444252,0.5559447948124258
