label,x,y,z
30,0.0,0.15962277566652572,1.0
30,0.19820389315804768,0.0,0.9372178437968203
30,0.43474249089021066,0.02821388748986644,0.8148557011354205
30,0.5842313430378128,0.14774092288797736,0.6906480670888324
30,0.6827257760333925,0.22608243938043207,0.5460860371582769
30,0.5607115763323549,0.19229273669439872,0.5553835397340126
30,0.7686770717757845,0.42866966207099017,0.3129128704496942
30,0.9004085743788104,0.5760734168078407,0.13355842531281326
30,1.0,0.6755065433851076,0.0
30,0.4712055465159555,0.296892632732816,0.4462239191259097
30,0.6375211697135608,0.6355271202372264,0.2162573372713859
30,0.7366547378919147,0.8471471837453641,0.0957405180056077
30,0.8164679460445168,1.0,0.005131649297338047
30,0.3260810579625373,0.38675661408437045,0.35560977074553574
30,0.36288481081977464,0.6574873212655302,0.16574724221641404
30,0.36791133361836487,0.7706495713604693,0.1663148549646493
30,0.37132850644920334,0.8298511140857171,0.1766842269716034
30,0.16603496328834322,0.4419303188065426,0.2608862615782805
30,0.17411930931432423,0.6152717814328923,0.1036931441053116
30,0.15889110482953625,0.6592012733947228,0.13862019095029754
30,0.147642558767358,0.6724200155673044,0.18153432575472297
