label,x,y,z
15,0.3046327591952037,1.0,1.0
15,0.021682284449186285,0.8325921704133886,0.7633382625204735
15,0.0,0.5621539739144281,0.6009200193699341
15,0.17498214536012976,0.3650489325635227,0.5098590228351233
15,0.38433813068210115,0.27380928628890633,0.43780358776477735
15,0.18440467162608917,0.7729391272660744,0.33297466529717307
15,0.2189910729367815,0.4000122721973369,0.1288657706091193
15,0.22546957317783836,0.1756546709074763,0.057800087394876146
15,0.25206438657823976,0.0,0.0
15,0.5004623466054107,0.7857274344971467,0.39947037115576883
15,0.49559448634344677,0.3867003261167041,0.2252456851776347
15,0.37911292090612747,0.4459328771037313,0.2797043542744955
15,0.3773138509390437,0.5504494598162709,0.30647851288419425
15,0.7285930441095605,0.7782553226891471,0.4701361699651626
15,0.6915241932295616,0.39176543087647203,0.3412434367629145
15,0.558972681759207,0.4495863027219809,0.45793158862135036
15,0.5337790275883066,0.5494341801776909,0.5290020692339205
15,0.8920198616502872,0.7514319132092134,0.5233163020446053
15,0.951642806569686,0.4386647999876525,0.3929318208689139
15,0.9609549446955418,0.2768498549358514,0.39456372574537807
15,1.0,0.16123295679772445,0.3929464559701392
