label,x,y,z
20,0.309578269141316,1.0,1.0
20,0.004288836349684746,0.8277293660410889,0.7959664932944968
20,0.0,0.565021154693851,0.6534502478016414
20,0.21515087038648759,0.35228905929541876,0.5812929917061069
20,0.4548679056512592,0.2731091676834349,0.5225902078934405
20,0.20834950819004203,0.6223587074849103,0.29013515477960616
20,0.24771014958582935,0.2990453685641354,0.09870876233991491
20,0.25339954932982334,0.13408015786783786,0.10404433120480604
20,0.28861565484685475,0.0,0.10007994069730275
20,0.5298464303458797,0.6618500206832753,0.29228790644145936
20,0.5608648068693814,0.3439404266008142,0.0
20,0.4503114060751064,0.4136851612373504,0.10209207971678651
20,0.41300718786110485,0.5200255505421663,0.25401944568495965
20,0.7938585719572689,0.7087088591564633,0.32296693518829733
20,0.7740435708198418,0.4233008837272897,0.09976893572226044
20,0.6652466745815003,0.4843036729252274,0.32543302990005135
20,0.6404824502333141,0.5764014788976667,0.5432434896091661
20,1.0,0.7506501576208214,0.346604174687514
20,0.9589552872258432,0.5174868481158736,0.23584120079185047
20,0.8627447873576942,0.553394335948576,0.4068705152976828
20,0.8518198269978825,0.6311888482181593,0.5629135903374494
