label,x,y,z
8,0.27113095342227383,0.09117985264401526,1.0
8,0.5304912254920827,0.1993754432256195,0.8442243371492553
8,0.7649794093258085,0.3977968440637012,0.6484867368886944
8,0.9136433772204514,0.6361751710165272,0.4828489826844297
8,1.0,0.8455150299900834,0.30147901319285647
8,0.8331892977477966,0.10468206434289026,0.3768895512829509
8,0.9311644023339596,0.27240591967404804,0.16859623007312796
8,0.9582349284545506,0.4125919033327654,0.06370488827605074
8,0.9491367778248178,0.5459420798463824,0.0
8,0.574964982441654,0.016949724320338845,0.3697134687460184
8,0.5580171839701805,0.47916129699283705,0.15144946172263807
8,0.5479486883431476,0.7773399521692511,0.07753619424860807
8,0.517498282652634,1.0,0.0141216783844899
8,0.28436123425084586,0.0,0.39119114193936294
8,0.29713258388177655,0.44413621909919565,0.1991600150950739
8,0.3923266937010381,0.4322382353783478,0.21267135656276284
8,0.4366138458434362,0.37055142242356376,0.23456561499545367
8,0.0,0.03547431026691344,0.4131929905892579
8,0.038617864844470724,0.36960975758926035,0.32490115475154524
8,0.1338224711841358,0.3565053264737419,0.39013009958985223
8,0.18095709605599078,0.27447394185268187,0.43360458312416517
